,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
7372421,ADU,2008-12-29 11:33,-94.9204,41.6994,31.00,25.00,78.16,0.00,0.00,M,29.97,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.00,M
222779,3T5,2008-01-12 02:48,-96.95,29.91,51.80,33.80,50.08,170.00,4.00,M,29.89,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,51.80,METAR K3T5 120248Z AUTO 17004KT 10SM CLR 11/01 A2989 RMK AO2
4298101,RYW,2008-08-02 22:45,-97.9659,30.4967,96.80,59.00,28.63,160.00,4.00,M,29.91,M,10.00,M,SCT,   ,   ,M,7000.00,M,M,M,M,M,M,M,M,M,M,96.80,METAR KRYW 022245Z AUTO 16004KT 10SM SCT070 36/15 A2991 RMK AO2
5673161,DNS,2008-10-08 17:13,-95.38,41.9842,70.00,41.00,34.85,180.00,13.00,M,29.92,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,M
734825,DEH,2008-02-06 03:55,-91.7433,43.2755,31.00,29.00,92.19,30.00,4.00,M,29.86,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.25,M
5021792,BKD,2008-09-08 00:23,-98.891,32.719,89.60,51.80,27.56,190.00,10.00,M,29.96,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,87.00,METAR KBKD 080023Z AUTO 19010KT 10SM CLR 32/11 A2996 RMK AO2
1494432,HWV,2008-03-14 10:56,-72.8689,40.8217,37.04,33.98,88.57,M,3.00,M,29.86,1011.10,7.00,M,OVC,   ,   ,   ,10000.00,M,M,M,M,M,M,M,M,M,M,34.45,METAR KHWV 141056Z AUTO VRB03KT 7SM OVC100 03/01 A2986 RMK AO2 SLP111 T00280011 TSNO
7407616,EPH,2008-12-30 23:53,-119.5147,47.3081,26.06,21.92,84.10,10.00,10.00,M,30.25,1025.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,15.52,METAR KEPH 302353Z AUTO 01010KT 10SM CLR M03/M06 A3025 RMK AO2 SLP259 T10331056 11028 21078 56021
4365991,GVT,2008-08-06 14:45,-96.0653,33.0678,82.40,69.80,65.74,180.00,11.00,M,30.06,M,10.00,M,SCT,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,86.22,METAR KGVT 061445Z AUTO 18011KT 10SM SCT060 28/21 A3006 RMK AO2
5000945,IKV,2008-09-06 22:25,-93.5695,41.6878,66.00,58.00,75.39,140.00,3.00,M,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.00,M
4919251,FSW,2008-09-03 04:03,-91.3267,40.6615,69.00,66.00,90.17,350.00,11.00,M,30.06,M,10.00,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.00,M
7185143,PYX,2008-12-20 10:11,-100.75,36.414,42.80,19.40,38.75,280.00,13.00,M,29.84,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,35.40,METAR KPYX 201011Z AUTO 28013KT 10SM CLR 06/M07 A2984 RMK AO2
2876347,AIO,2008-05-23 21:04,-95.0465,41.4059,58.00,51.00,77.47,100.00,10.00,M,30.00,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.00,M
5844149,GTB,2008-10-16 08:55,-75.7195,44.0556,52.16,52.16,100.00,50.00,3.00,0.18,29.84,1011.00,7.00,M,OVC,   ,   ,   ,1100.00,M,M,M,RA,M,M,M,M,M,M,52.16,METAR KGTB 160855Z AUTO 05003KT 7SM R21/5000V5500FT R33/5500FT RA OVC011 11/11 A2984 RMK AO2 SLP110 P0018 60023 T01120112 55009
3442286,FQD,2008-06-20 22:08,-81.9351,35.4282,84.20,48.20,28.63,0.00,0.00,M,30.04,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,82.04,METAR KFQD 202208Z AUTO 00000KT 10SM CLR 29/09 A3004 RMK AO2
555788,RAS,2008-01-28 07:45,-97.09,27.81,60.80,57.20,87.92,140.00,5.00,M,30.17,M,10.00,M,BKN,   ,   ,M,3600.00,M,M,M,M,M,M,M,M,M,M,60.80,METAR KRAS 280745Z AUTO 14005KT 10SM BKN036 16/14 A3017 RMK AO2
1421386,BNW,2008-03-11 04:43,-93.8486,42.0486,29.00,23.00,77.98,200.00,7.00,M,30.28,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.12,M
4297955,11R,2008-08-02 22:27,-96.3742,30.2189,100.40,55.40,22.54,170.00,3.00,M,29.87,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,99.06,METAR K11R 022227Z AUTO 17003KT 10SM CLR 38/13 A2987 RMK AO2
6633624,GDJ,2008-11-24 08:05,-97.8169,32.4444,59.00,55.40,87.83,310.00,5.00,M,30.12,M,10.00,M,SCT,   ,   ,M,3500.00,M,M,M,M,M,M,M,M,M,M,59.00,METAR KGDJ 240805Z AUTO 31005KT 10SM SCT035 15/13 A3012 RMK AO2
500929,F39,2008-01-25 14:25,-96.6667,33.7167,32.00,30.20,92.97,90.00,6.00,M,30.39,M,5.00,M,SCT,BKN,OVC,M,500.00,3500.00,5000.00,M,UP,M,M,M,M,M,M,25.53,METAR KGYI 251425Z AUTO 09006KT 5SM UP SCT005 BKN035 OVC050 00/M01 A3039 RMK AO2
2036184,OOA,2008-04-10 13:37,-92.4919,41.2273,43.00,40.00,89.06,80.00,21.00,0.07,29.70,M,3.00,31.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.52,M
3560508,TDF,2008-06-26 18:41,-78.9842,36.2849,96.80,50.00,20.62,250.00,6.00,M,30.01,M,10.00,M,SCT,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,93.71,METAR KTDF 261841Z AUTO 25006KT 10SM SCT080 36/10 A3001
4661755,SDA,2008-08-21 22:55,-95.4112,40.7533,78.80,68.00,69.52,190.00,4.00,M,29.84,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.10,M
6326543,GPM,2008-11-09 16:50,-97.0469,32.6988,62.60,30.20,29.35,100.00,9.00,M,30.11,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,62.60,METAR KGPM 091650Z 10009KT 10SM SKC 17/M01 A3011
4967925,SDA,2008-09-05 08:12,-95.4112,40.7533,47.00,42.00,M,M,M,M,29.96,M,1.75,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
5226301,SSF,2008-09-18 03:53,-98.4711,29.337,71.06,51.08,49.23,90.00,6.00,M,30.13,1019.60,10.00,M,BKN,   ,   ,M,9500.00,M,M,M,M,M,M,M,M,M,M,71.06,METAR KSSF 180353Z AUTO 09006KT 10SM BKN095 22/11 A3013 RMK AO2 SLP196 T02170106
6859149,PRO,2008-12-05 05:55,-94.1637,41.8278,17.60,8.60,67.28,240.00,6.00,M,30.50,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.19,M
839004,MRH,2008-02-11 08:56,-76.6606,34.7336,39.92,10.04,28.78,360.00,11.00,M,30.24,1024.10,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,32.48,METAR KMRH 110856Z AUTO 36011KT 10SM CLR 04/M12 A3024 RMK AO2 SLP241 T00441122 51036 TSNO
4186048,SKF,2008-07-27 13:55,-98.5811,29.3842,75.56,71.96,88.60,170.00,6.00,M,30.02,1015.70,10.00,M,BKN,   ,   ,M,2500.00,M,M,M,M,M,M,M,M,M,M,76.98,METAR KSKF 271355Z 17006KT 10SM BKN025 24/22 A3002 RMK AO2A SLP157 T02420222 $
4858873,HQZ,2008-08-31 03:45,-96.5304,32.747,78.80,69.80,73.95,0.00,0.00,M,29.98,M,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,81.39,METAR KHQZ 310345Z AUTO 00000KT 7SM CLR 26/21 A2998 RMK AO1
1652335,DEH,2008-03-21 12:35,-91.7433,43.2755,32.00,30.20,92.97,90.00,16.00,M,29.98,M,3.00,26.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.42,M
250898,LNC,2008-01-13 10:50,-96.719,32.5792,32.00,32.00,100.00,290.00,4.00,M,30.17,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,27.42,METAR KLNC 131050Z AUTO 29004KT 10SM CLR 00/00 A3017 RMK AO2
6870838,VUJ,2008-12-05 19:55,-80.1508,35.4167,51.80,24.80,34.69,50.00,6.00,M,30.19,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,51.80,METAR KVUJ 051955Z 05006KT 10SM SKC 11/M04 A3019
5433002,SMP,2008-09-27 13:56,-121.3372,47.2767,44.06,42.08,92.69,M,4.00,M,30.17,1021.60,0.25,M,BKN,OVC,   ,M,100.00,3500.00,M,M,FG,M,M,M,M,M,M,41.50,METAR KSMP 271356Z AUTO VRB04KT 1/4SM FG BKN001 OVC035 07/06 A3017 RMK AO2 SLP216 T00670056 TSNO
2598390,ICL,2008-05-09 14:58,-95.0223,40.7242,53.00,46.00,77.03,130.00,4.00,M,29.83,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.00,M
3844762,CLS,2008-07-10 22:10,-122.9827,46.677,71.60,50.00,46.43,250.00,7.00,M,30.11,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.60,METAR KCLS 102210Z AUTO 25007KT 10SM CLR 22/10 A3011 RMK AO2
5459525,MFE,2008-09-28 18:53,-98.2386,26.1758,86.00,53.96,33.45,360.00,4.00,M,30.05,1017.50,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,84.25,METAR KMFE 281853Z 36004KT 10SM CLR 30/12 A3005 RMK AO2 SLP175 T03000122
1656909,KLS,2008-03-21 17:55,-122.9,46.12,42.80,35.60,75.50,140.00,8.00,M,30.54,M,10.00,M,SCT,   ,   ,M,1800.00,M,M,M,M,M,M,M,M,M,M,37.42,METAR KKLS 211755Z AUTO 14008KT 090V160 10SM SCT018 06/02 A3054 RMK AO1 60001 10060 20030 52020
293818,KLS,2008-01-15 12:35,-122.9,46.12,33.80,33.80,100.00,0.00,0.00,0.01,30.55,M,7.00,M,BKN,BKN,OVC,M,900.00,2100.00,5500.00,M,M,M,M,M,M,M,M,33.80,METAR KKLS 151235Z AUTO 00000KT 7SM BKN009 BKN021 OVC055 01/01 A3055 RMK AO1 P0001
155274,FSW,2008-01-08 23:05,-91.3267,40.6615,35.00,34.00,96.09,300.00,12.00,M,29.78,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.82,M
3442760,GPM,2008-06-20 22:50,-97.0469,32.6988,95.00,60.80,32.27,0.00,0.00,M,29.94,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,95.00,METAR KGPM 202250Z 00000KT 10SM SKC 35/16 A2994
1828049,BNW,2008-03-30 12:15,-93.8486,42.0486,39.20,33.80,80.79,130.00,3.00,M,30.07,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.92,M
6877350,RYW,2008-12-06 03:25,-97.9659,30.4967,41.00,15.80,35.57,120.00,3.00,M,30.23,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,38.98,METAR KRYW 060325Z AUTO 12003KT 10SM CLR 05/M09 A3023 RMK AO2
3617803,SLB,2008-06-29 13:15,-95.2399,42.5972,64.40,59.00,82.62,320.00,13.00,M,30.01,M,10.00,18.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,M
631635,CKP,2008-02-01 06:43,-95.5538,42.7304,6.00,2.00,83.19,M,0.00,M,30.03,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.00,M
2588174,FSW,2008-05-09 01:57,-91.3267,40.6615,58.00,40.00,51.03,40.00,6.00,M,29.76,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.00,M
2573402,T82,2008-05-08 08:05,-98.9092,30.2432,57.20,46.40,67.12,0.00,0.00,M,M,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,57.20,METAR KT82 080805Z AUTO 00000KT 10SM CLR 14/08 RMK AO1
4458575,RNT,2008-08-11 11:53,-122.2157,47.4931,60.98,53.06,75.14,170.00,3.00,M,30.12,1020.40,10.00,M,BKN,OVC,   ,M,6000.00,7500.00,M,M,M,M,M,M,M,M,M,60.98,METAR KRNT 111153Z AUTO 17003KT 10SM BKN060 OVC075 16/12 A3012 RMK AO2 SLP204 T01610117 10172 20156 56005
5968762,OOA,2008-10-22 00:35,-92.4919,41.2273,53.00,32.00,44.58,80.00,10.00,M,30.19,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.00,M
7017508,FOD,2008-12-12 09:35,-94.2032,42.5497,8.60,3.20,78.18,0.00,0.00,M,30.19,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.60,M
6137673,GNC,2008-10-30 20:05,-102.6527,32.6753,80.60,41.00,24.46,230.00,7.00,M,30.23,M,10.00,15.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,79.20,METAR KGNC 302005Z AUTO 23007G15KT 10SM CLR 27/05 A3023 RMK AO2
1731938,MTP,2008-03-25 13:54,-71.9233,41.0731,35.96,21.92,56.32,50.00,10.00,M,30.31,1026.20,M,17.00,   ,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,27.93,METAR KMTP 251354Z AUTO 05010G17KT 02/M06 A3031 RMK AO2 SLP262 T00221056 PWINO FZRANO TSNO
6019135,ABI,2008-10-24 07:52,-99.6819,32.4113,44.96,28.94,53.17,80.00,7.00,M,30.11,1018.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,40.58,METAR KABI 240752Z 08007KT 10SM CLR 07/M02 A3011 RMK AO2 SLP188 T00721017
77638,CBF,2008-01-04 20:45,-95.7604,41.2611,36.00,26.00,66.69,180.00,12.00,M,29.84,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.09,M
6598591,SJT,2008-11-22 18:51,-100.495,31.3517,64.04,42.08,44.64,200.00,14.00,M,30.26,1024.70,10.00,22.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,64.04,METAR KSJT 221851Z 20014G22KT 10SM CLR 18/06 A3026 RMK AO2 SLP247 T01780056
5249022,MXO,2008-09-19 04:35,-91.1605,42.2204,62.60,57.20,82.50,150.00,5.00,M,30.20,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,M
5888012,CWI,2008-10-18 08:15,-90.3328,41.8295,35.60,33.80,93.08,350.00,3.00,M,30.32,M,0.50,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.80,M
336927,VUJ,2008-01-17 16:22,-80.1508,35.4167,33.80,30.20,86.49,10.00,7.00,0.04,30.07,M,3.00,M,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,26.97,METAR KVUJ 171622Z AUTO 01007KT 3SM 01/M01 A3007 RMK AO2 P0004
679755,HRX,2008-02-03 12:45,-102.3264,34.8578,33.80,24.80,69.25,260.00,9.00,M,29.86,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,25.75,METAR KHRX 031245Z AUTO 26009KT 10SM CLR 01/M04 A2986 RMK AO2
1218402,KLS,2008-03-01 16:15,-122.9,46.12,41.00,39.20,93.24,150.00,8.00,M,30.11,M,7.00,M,SCT,BKN,OVC,M,3000.00,3600.00,4400.00,M,M,M,M,M,M,M,M,35.20,METAR KKLS 011615Z AUTO 15008KT 7SM SCT030 BKN036 OVC044 05/04 A3011 RMK AO1
3920580,BNW,2008-07-14 17:33,-93.8486,42.0486,85.00,66.00,53.04,200.00,5.00,M,29.95,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.24,M
4155088,PAE,2008-07-25 22:53,-122.2816,47.907,73.04,48.02,41.07,260.00,7.00,M,30.04,1016.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.97,METAR KPAE 252253Z AUTO 26007KT 10SM CLR 23/09 A3004 RMK AO2 SLP169 T02280089 TSNO
1386668,OLZ,2008-03-09 15:51,-91.976,42.6831,22.00,17.00,80.77,290.00,7.00,M,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.59,M
1191782,OCH,2008-02-29 01:35,-94.7094,31.5778,62.60,48.20,59.26,180.00,12.00,M,30.06,M,10.00,21.00,OVC,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,62.60,METAR KOCH 290135Z AUTO 18012G21KT 10SM OVC060 17/09 A3006 RMK AO1
4919416,RDK,2008-09-03 04:15,-95.2624,41.0106,62.60,53.60,72.38,360.00,10.00,M,30.18,M,10.00,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,M
6194090,PEZ,2008-11-02 20:04,-98.52,28.9542,82.40,50.00,32.46,150.00,7.00,M,30.13,M,10.00,M,SCT,   ,   ,M,7500.00,M,M,M,M,M,M,M,M,M,M,80.99,METAR KPEZ 022004Z AUTO 15007KT 10SM SCT075 28/10 A3013 RMK AO2
4849426,SDA,2008-08-30 17:32,-95.4112,40.7533,82.00,62.00,50.80,170.00,11.00,M,30.11,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.89,M
3959755,LRJ,2008-07-16 15:13,-96.1923,42.7754,79.00,66.00,64.45,110.00,6.00,M,30.03,M,0.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.01,M
1178277,PEZ,2008-02-27 22:25,-98.52,28.9542,68.00,-25.60,1.80,220.00,3.00,M,30.21,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,68.00,METAR KPEZ 272225Z AUTO 22003KT 10SM CLR 20/M32 A3021 RMK AO2
4876600,GYB,2008-09-01 06:07,-96.98,30.17,77.00,68.00,73.78,0.00,0.00,M,29.89,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KGYB 010607Z AUTO 00000KT 10SM CLR 25/20 A2989 RMK AO2
60326,PEQ,2008-01-03 23:47,-103.51,31.38,55.40,10.40,16.34,70.00,8.00,M,30.24,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.40,METAR KPEQ 032347Z AUTO 07008KT 10SM CLR 13/M12 A3024 RMK AO2
3286365,DPL,2008-06-13 11:41,-77.98,35.0,69.80,68.00,94.01,0.00,0.00,M,30.23,M,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,69.80,METAR KDPL 131141Z AUTO 00000KT 7SM CLR 21/20 A3023 RMK AO2
3471405,ELP,2008-06-22 08:51,-106.3758,31.8111,73.94,48.92,41.21,0.00,0.00,M,30.23,1015.70,10.00,M,FEW,SCT,   ,M,18000.00,25000.00,M,M,M,M,M,M,M,M,M,73.94,METAR KELP 220851Z 00000KT 10SM FEW180 SCT250 23/09 A3023 RMK AO2 SLP157 T02330094 56009
6634134,PVW,2008-11-24 08:45,-101.7173,34.1681,41.00,21.20,44.85,20.00,13.00,M,30.28,M,10.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,33.10,METAR KPVW 240845Z AUTO 02013G21KT 10SM CLR 05/M06 A3028 RMK AO2
4295799,HRX,2008-08-02 19:45,-102.3264,34.8578,91.40,50.00,24.37,230.00,5.00,M,30.04,M,10.00,22.00,SCT,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,88.36,METAR KHRX 021945Z AUTO 23005G22KT 10SM SCT080 33/10 A3004 RMK AO2
1520512,CLM,2008-03-15 14:53,-123.5,48.12,41.00,35.96,82.09,250.00,8.00,M,29.94,1013.90,10.00,M,OVC,   ,   ,M,4800.00,M,M,M,M,M,M,M,M,M,M,35.20,METAR KCLM 151453Z AUTO 25008KT 10SM OVC048 05/02 A2994 RMK AO2 RAB1359E22 SLP139 P0000 60000 T00500022 51014 $
3972817,3T5,2008-07-17 06:05,-96.95,29.91,77.00,71.60,83.44,0.00,0.00,M,30.02,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.32,METAR K3T5 170605Z AUTO 00000KT 10SM CLR 25/22 A3002 RMK AO2
4291833,FWS,2008-08-02 14:49,-97.3033,32.573,89.60,68.00,49.10,240.00,8.00,M,29.97,M,20.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,93.47,METAR KFWS 021449Z 24008KT 20SM SKC 32/20 A2997
1105664,HNR,2008-02-24 11:15,-95.3355,41.5834,26.60,26.60,100.00,190.00,7.00,M,30.06,M,3.50,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.20,M
6162383,MUT,2008-11-01 06:53,-91.1406,41.367,51.00,49.00,M,M,M,M,30.28,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
4136465,IKV,2008-07-25 02:14,-93.5695,41.6878,70.00,69.00,96.64,100.00,7.00,M,29.97,M,2.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,M
1795828,IGX,2008-03-28 21:56,-79.0642,35.9333,75.92,48.92,38.57,0.00,0.00,M,29.91,1012.40,9.00,M,SCT,   ,   ,M,7500.00,M,M,M,M,M,M,M,M,M,M,75.92,METAR KIGX 282156Z AUTO 00000KT 9SM SCT075 24/09 A2991 RMK AO2 SLP124 T02440094
6860316,11R,2008-12-05 07:25,-96.3742,30.2189,35.60,24.80,64.46,10.00,6.00,M,30.41,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,29.87,METAR K11R 050725Z AUTO 01006KT 10SM CLR 02/M04 A3041 RMK AO2
4962022,TNU,2008-09-05 01:55,-93.019,41.6701,55.40,51.80,87.65,360.00,4.00,M,29.90,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,M
4952136,AXA,2008-09-04 15:15,-94.2724,43.0796,57.20,53.60,M,M,M,M,29.99,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1349605,FFL,2008-03-07 20:26,-91.9834,41.0521,25.00,14.00,62.50,10.00,11.00,M,30.27,M,10.00,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.62,M
634420,RWI,2008-02-01 09:53,-77.8919,35.8563,39.02,37.94,95.86,50.00,3.00,M,30.12,1020.10,9.00,M,OVC,   ,   ,M,600.00,M,M,M,M,M,M,M,M,M,M,36.71,METAR KRWI 010953Z AUTO 05003KT 9SM OVC006 04/03 A3012 RMK AO2 RAE15B35E48 SLP201 P0000 T00390033
1367533,TVK,2008-03-08 17:23,-92.8983,40.6832,23.00,1.00,37.74,200.00,7.00,M,30.04,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.81,M
6343488,NBT,2008-11-10 12:56,-76.4625,35.0222,53.06,M,M,350.00,9.00,M,30.14,1021.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,M,METAR KNBT 101256Z AUTO 35009KT 10SM CLR 12/ A3014 RMK AO2 SLP210 T0117 TSNO $
3618381,INT,2008-06-29 13:54,-80.222,36.1337,78.08,64.04,62.05,240.00,6.00,M,30.00,1014.60,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.08,METAR KINT 291354Z 24006KT 10SM CLR 26/18 A3000 RMK AO2 SLP146 T02560178
2769149,LGA,2008-05-18 08:51,-73.8803,40.7794,59.00,48.92,69.17,270.00,8.00,M,29.48,998.30,10.00,M,FEW,   ,   ,   ,10000.00,M,M,M,M,M,M,M,M,M,M,59.00,METAR KLGA 180851Z 27008KT 10SM FEW100 15/09 A2948 RMK AO2 SLP983 T01500094 53003
5997548,HRJ,2008-10-23 08:23,-78.7336,35.3786,41.00,37.40,M,M,M,M,30.47,M,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,M,METAR KHRJ 230823Z AUTO 10SM CLR 05/03 A3047 RMK AO2
726441,CSQ,2008-02-05 18:34,-94.3608,41.0188,32.00,28.00,84.98,30.00,15.00,M,29.87,M,2.50,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.78,M
1138516,AWG,2008-02-25 23:33,-91.6748,41.2751,35.00,33.00,92.32,40.00,8.00,0.04,29.74,M,1.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.81,M
2038085,GLE,2008-04-10 16:03,-97.1969,33.6514,68.00,55.40,64.04,210.00,11.00,M,29.61,M,10.00,15.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,68.00,METAR KGLE 101603Z AUTO 21011G15KT 10SM CLR 20/13 A2961 RMK AO2
3428336,ORC,2008-06-20 05:55,-96.0606,42.9895,62.60,55.40,77.29,290.00,6.00,M,29.98,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,M
1979194,FFL,2008-04-07 09:16,-91.9834,41.0521,35.00,27.00,72.32,270.00,15.00,M,29.93,M,10.00,18.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.67,M
4794856,IFA,2008-08-28 06:35,-93.2651,42.4691,68.00,64.40,88.26,200.00,8.00,0.02,29.75,M,7.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,M
2565159,KLS,2008-05-07 21:55,-122.9,46.12,53.60,35.60,50.36,300.00,11.00,M,30.26,M,10.00,16.00,OVC,   ,   ,M,4600.00,M,M,M,M,M,M,M,M,M,M,53.60,METAR KKLS 072155Z AUTO 30011G16KT 10SM OVC046 12/02 A3026 RMK AO1
7257739,RWV,2008-12-23 23:25,-96.7041,30.5155,51.80,50.00,93.55,190.00,6.00,M,29.93,M,9.00,M,OVC,   ,   ,M,800.00,M,M,M,M,M,M,M,M,M,M,51.80,METAR KRWV 232325Z AUTO 19006KT 9SM OVC008 11/10 A2993 RMK AO2
6826028,ELM,2008-12-03 14:53,-76.8916,42.1599,30.92,19.04,60.97,220.00,6.00,M,30.17,1022.70,10.00,M,OVC,   ,   ,   ,11000.00,M,M,M,M,M,M,M,M,M,M,24.23,METAR KELM 031453Z 22006KT 10SM OVC110 M01/M07 A3017 RMK AO2 SLP227 T10061072 56007
7126941,F05,2008-12-17 14:27,-99.2837,34.2257,32.00,28.40,86.39,50.00,4.00,M,30.14,M,4.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,27.42,METAR KF05 171427Z AUTO 05004KT 4SM CLR 00/M02 A3014 RMK AO2
2671359,YKM,2008-05-13 08:53,-120.5441,46.5682,50.00,35.96,58.34,260.00,7.00,M,30.07,1018.10,10.00,M,BKN,   ,   ,M,11000.00,M,M,M,M,M,M,M,M,M,M,46.72,METAR KYKM 130853Z AUTO 26007KT 10SM BKN110 10/02 A3007 RMK AO2 SLP181 T01000022 51002
